"","Title","Revenue","logRev","N_Theaters","logThea","Release_Date","Inception","No_Article","Views60","Users60","Rigor60","Edits60","Views50","Users50","Rigor50","Edits50","Views40","Users40","Rigor40","Edits40","Views30","Users30","Rigor30","Edits30","Views20","Users20","Rigor20","Edits20","Views10","Users10","Rigor10","Edits10","lV60","lU60","lR60","lE60","ldV50","ldU50","ldR50","ldE50","ldV40","ldU40","ldR40","ldE40","ldV30","ldU30","ldR30","ldE30","ldV20","ldU20","ldR20","ldE20","ldV10","ldU10","ldR10","ldE10","Wide_Release","is_sequel","is_3D_or_IMAX","Fri_Sat","in_Summer","Federal_Holiday","N_Other_Rel"
"202","Shutter Island",41062440,17.5306043930208,2991,8.00336305862995,2010-02-19,845,0,795913,197,254,391,830527,206,255,392,871768,210,264,401,929995,216,271,411,991325,235,285,427,1078691,262,311,463,13.5872464187888,5.28826703069454,5.54126354515843,5.97126183979046,10.4520423931121,2.30258509299405,0.693147180559945,0.693147180559945,10.6272124335602,1.6094379124341,2.30258509299405,2.30258509299405,10.9721216176846,1.94591014905531,2.07944154167984,2.39789527279837,11.0240407037211,2.99573227355399,2.70805020110221,2.83321334405622,11.3778729159738,3.3322045101752,3.29583686600433,3.61091791264422,1,0,0,1,0,0,3
"203","Skyline",11692415,16.2744508989385,2880,7.96554557312999,2010-11-12,212,0,107616,39,55,83,126129,52,65,100,160706,61,73,110,196535,80,95,139,292953,87,109,161,452110,131,156,227,11.5863339067954,3.68887945411394,4.02535169073515,4.43081679884331,9.82628248162716,2.63905732961526,2.39789527279837,2.89037175789616,10.4509729206647,2.30258509299405,2.19722457733622,2.39789527279837,10.486540810299,2.99573227355399,3.13549421592915,3.40119738166216,11.4764585566136,2.07944154167984,2.70805020110221,3.13549421592915,11.9776526984906,3.80666248977032,3.87120101090789,4.20469261939097,1,0,0,1,0,0,4
"204","Smash His Camera",2367,7.76937860951398,1,0,2010-07-30,59,0,198,0,0,0,588,3,3,9,837,3,3,9,997,3,3,9,1053,3,3,9,1236,3,3,9,5.29330482472449,0,0,0,5.96870755998537,1.38629436111989,1.38629436111989,2.30258509299405,5.52146091786225,0,0,0,5.08140436498446,0,0,0,4.04305126783455,0,0,0,5.21493575760899,0,0,0,0,0,0,1,1,0,7
"205","Somewhere",119086,11.6876012001553,7,1.94591014905531,2010-12-22,515,0,256990,62,68,98,269075,63,69,99,282755,65,71,101,296676,68,73,103,312083,71,75,105,333476,75,83,113,12.4567963438089,4.14313472639153,4.23410650459726,4.59511985013459,9.3998030369215,0.693147180559945,0.693147180559945,0.693147180559945,9.52376328792011,1.09861228866811,1.09861228866811,1.09861228866811,9.54122560172861,1.38629436111989,1.09861228866811,1.09861228866811,9.64264213403791,1.38629436111989,1.09861228866811,1.09861228866811,9.97086578786608,1.6094379124341,2.19722457733622,2.19722457733622,0,0,0,0,0,1,4
"206","Speed-Dating",3394,8.12976444579417,1,0,2010-06-04,-404,1,1999,0,0,0,2129,0,0,0,2205,0,0,0,2367,0,0,0,2500,0,0,0,2877,0,0,0,7.60090245954208,0,0,0,4.87519732320115,0,0,0,4.34380542185368,0,0,0,5.09375020080676,0,0,0,4.89783979995091,0,0,0,5.93489419561959,0,0,0,0,0,0,1,1,0,7
"207","Standing Ovation",343125,12.7458500912459,623,6.43454651878745,2010-07-16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70711026474888,1.38629436111989,1.38629436111989,2.70805020110221,0,0,0,1,1,0,3
"208","Step Up 3D",15812311,16.5762993718114,2435,7.79770203551669,2010-08-06,445,0,497772,138,141,207,511298,153,149,217,525841,158,157,226,544782,172,171,242,565328,180,182,257,643534,187,195,272,13.1178994287946,4.93447393313069,4.95582705760126,5.33753807970132,9.51244296708919,2.77258872223978,2.19722457733622,2.39789527279837,9.58493381641726,1.79175946922805,2.19722457733622,2.30258509299405,9.84913695778605,2.70805020110221,2.70805020110221,2.83321334405622,9.93047022386602,2.19722457733622,2.484906649788,2.77258872223978,11.2671144365938,2.07944154167984,2.63905732961526,2.77258872223978,1,1,1,1,1,0,7
"209","Stone",75766,11.2354049221897,6,1.79175946922805,2010-10-08,454,0,103567,24,24,36,110642,27,25,37,119998,27,26,38,129982,29,28,40,145214,32,31,45,165539,39,37,59,11.5479836807853,3.2188758248682,3.2188758248682,3.61091791264422,8.86446405527968,1.38629436111989,0.693147180559945,0.693147180559945,9.14388000527591,0,0.693147180559945,0.693147180559945,9.20883924584992,1.09861228866811,1.09861228866811,1.09861228866811,9.6312194061367,1.38629436111989,1.38629436111989,1.79175946922805,9.91965613369771,2.07944154167984,1.94591014905531,2.70805020110221,0,0,0,1,0,0,9
"210","Stonewall Uprising",15729,9.66326142124064,4,1.38629436111989,2010-06-16,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"211","Summer Wars",1412,7.25276241805319,1,0,2010-12-24,498,0,335997,98,116,204,344741,94,122,218,354182,98,126,224,365729,104,134,265,374670,100,139,285,387145,112,149,301,12.7248604865467,4.59511985013459,4.76217393479776,5.32300997913841,9.0762373874527,0,1.94591014905531,2.70805020110221,9.15292310110623,1.6094379124341,1.6094379124341,1.94591014905531,9.35426754078282,1.94591014905531,2.19722457733622,3.73766961828337,9.09851455679393,0,1.79175946922805,3.04452243772342,9.43156207772769,2.56494935746154,2.39789527279837,2.83321334405622,0,0,0,1,0,1,0
"212","Takers",20512304,16.8365354591855,2206,7.69893619981345,2010-08-27,664,0,800733,191,196,301,819114,196,201,306,833635,197,202,307,863451,203,205,316,930523,210,210,325,1003378,211,217,332,13.5932840860042,5.25749537202778,5.28320372873799,5.71042701737487,9.81912720391805,1.79175946922805,1.79175946922805,1.79175946922805,9.58342001994019,0.693147180559945,0.693147180559945,0.693147180559945,10.3028339796361,1.94591014905531,1.38629436111989,2.30258509299405,11.1135368574807,2.07944154167984,1.79175946922805,2.30258509299405,11.1962401692477,0.693147180559945,2.07944154167984,2.07944154167984,1,0,0,1,1,0,3
"213","Tamara Drewe",18604,9.83113189034399,4,1.38629436111989,2010-10-08,129,0,29200,12,15,30,35217,13,16,31,46238,15,18,33,73420,22,25,41,100368,32,33,54,116373,34,37,59,10.2819582342453,2.56494935746154,2.77258872223978,3.43398720448515,8.70251025718999,0.693147180559945,0.693147180559945,0.693147180559945,9.30764855444318,1.09861228866811,1.09861228866811,1.09861228866811,10.2103470568902,2.07944154167984,2.07944154167984,2.19722457733622,10.2017014698973,2.39789527279837,2.19722457733622,2.63905732961526,9.68071893092699,1.09861228866811,1.6094379124341,1.79175946922805,0,0,0,1,0,0,9
"214","Tangled",48767052,17.7025654788631,3603,8.18952211074809,2010-11-24,2403,0,902859,682,903,1215,939592,697,926,1247,981737,714,950,1277,1023716,729,967,1299,1076442,738,977,1310,1159806,759,1002,1341,13.7133227816197,6.52649485957079,6.80682936039218,7.10332206252611,10.5114580356885,2.77258872223978,3.17805383034795,3.49650756146648,10.6488950597572,2.89037175789616,3.2188758248682,3.43398720448515,10.6449485933746,2.77258872223978,2.89037175789616,3.13549421592915,10.8728829372971,2.30258509299405,2.39789527279837,2.484906649788,11.3309838359946,3.09104245335832,3.25809653802148,3.46573590279973,1,0,1,0,0,0,5
"215","Tees Maar Khan",539793,13.1989410117161,108,4.68213122712422,2010-12-22,320,0,235818,185,205,303,254951,201,228,340,296987,229,280,414,348770,282,335,493,411497,309,366,543,476271,333,394,599,12.3708198405992,5.2257466737132,5.32787616878958,5.71702770140622,9.85922213623811,2.83321334405622,3.17805383034795,3.63758615972639,10.6463054618357,3.36729582998647,3.97029191355212,4.31748811353631,10.8548365002253,3.98898404656427,4.02535169073515,4.38202663467388,11.0465631979108,3.3322045101752,3.46573590279973,3.93182563272433,11.0786750054303,3.2188758248682,3.36729582998647,4.04305126783455,0,0,0,0,0,1,4
"216","The American",13177790,16.3940433946786,2823,7.94555542825349,2010-09-01,141,0,40748,25,23,56,44057,28,26,63,49396,28,26,63,57749,33,30,68,69991,37,33,74,88327,40,35,76,10.6151865784906,3.25809653802148,3.17805383034795,4.04305126783455,8.10470346837111,1.38629436111989,1.38629436111989,2.07944154167984,8.58298093195424,0,0,0,9.03049574505712,1.79175946922805,1.6094379124341,1.79175946922805,9.41270962407392,1.6094379124341,1.38629436111989,1.94591014905531,9.81667615554916,1.38629436111989,1.09861228866811,1.09861228866811,1,0,0,0,1,0,1
"217","The A-Team",25669455,17.060812321613,3535,8.17046857833067,2010-06-11,807,0,1135570,140,174,225,1186632,145,190,246,1233016,149,193,249,1293486,161,203,268,1386783,168,213,282,1508930,184,238,310,13.9426461660939,4.94875989037817,5.16478597392351,5.42053499927229,10.8408154434761,1.79175946922805,2.83321334405622,3.09104245335832,10.7447314100874,1.6094379124341,1.38629436111989,1.38629436111989,11.0099191902564,2.56494935746154,2.39789527279837,2.99573227355399,11.4435539503785,2.07944154167984,2.39789527279837,2.70805020110221,11.7129887032403,2.83321334405622,3.25809653802148,3.36729582998647,1,0,0,1,1,0,4
"218","The Back-up Plan",12201710,16.3170866638159,3280,8.09559870137819,2010-04-23,304,0,115010,55,56,93,123203,54,58,95,133188,61,62,105,144333,72,83,150,162178,87,102,177,184290,102,118,197,11.6527830549449,4.02535169073515,4.04305126783455,4.54329478227,9.01115745810682,0,1.09861228866811,1.09861228866811,9.20893939106056,2.07944154167984,1.6094379124341,2.39789527279837,9.31883596812948,2.484906649788,3.09104245335832,3.8286413964891,9.7895346724601,2.77258872223978,2.99573227355399,3.3322045101752,10.0039209498574,2.77258872223978,2.83321334405622,3.04452243772342,1,0,0,1,0,0,4
"219","The Black Waters of Echo%27s Pond",224409,12.3212255587783,404,6.00141487796115,2010-04-09,0,1,528,0,0,0,547,0,0,0,570,0,0,0,586,0,0,0,617,0,0,0,663,0,0,0,6.2709884318583,0,0,0,2.99573227355399,0,0,0,3.17805383034795,0,0,0,2.83321334405622,0,0,0,3.46573590279973,0,0,0,3.85014760171006,0,0,0,0,0,0,1,0,0,6
"220","The Book of Eli",32789494,17.3056187171678,3111,8.04269949689764,2010-01-15,441,0,476113,62,81,139,493496,65,82,140,518255,63,84,142,542259,68,89,151,634596,81,99,161,863305,109,130,201,13.0734126003373,4.14313472639153,4.40671924726425,4.9416424226093,9.76330552193627,1.38629436111989,0.693147180559945,0.693147180559945,10.1169847267985,0,1.09861228866811,1.09861228866811,10.086017420965,1.79175946922805,1.79175946922805,2.30258509299405,11.4332110367404,2.63905732961526,2.39789527279837,2.39789527279837,12.3402101044594,3.36729582998647,3.46573590279973,3.71357206670431,1,0,0,1,0,0,4
"221","The Bounty Hunter",20686423,16.8449881493234,3074,8.03073492409854,2010-03-19,254,0,205225,36,36,62,221629,39,40,66,238571,46,50,76,256828,52,54,80,274601,57,61,88,298452,59,62,90,12.2318670899053,3.61091791264422,3.61091791264422,4.14313472639153,9.7053414453952,1.38629436111989,1.6094379124341,1.6094379124341,9.73761004815811,2.07944154167984,2.39789527279837,2.39789527279837,9.81235861912503,1.94591014905531,1.6094379124341,1.6094379124341,9.78549199429842,1.79175946922805,2.07944154167984,2.19722457733622,10.079623350243,1.09861228866811,0.693147180559945,1.09861228866811,1,0,0,1,0,0,6
"222","The Cartel",3694,8.21446516075919,2,0.693147180559945,2010-04-16,218,0,788,3,3,4,989,4,4,8,1084,4,4,8,1189,5,5,9,1332,6,6,10,1545,7,8,12,6.67076632084587,1.38629436111989,1.38629436111989,1.6094379124341,5.30826769740121,0.693147180559945,0.693147180559945,1.6094379124341,4.56434819146784,0,0,0,4.66343909411207,0.693147180559945,0.693147180559945,0.693147180559945,4.969813299576,0.693147180559945,0.693147180559945,0.693147180559945,5.36597601502185,0.693147180559945,1.09861228866811,1.09861228866811,0,0,0,1,0,0,9
"223","The Chronicles of Narnia The Voyage of the Dawn Treader",24005069,16.9937755743442,3555,8.17611034223734,2010-12-10,620,0,1076513,375,468,709,1105666,392,489,760,1135770,366,498,774,1176716,363,504,784,1233428,395,538,830,1328805,458,590,923,13.8892386008111,5.92958914338989,6.15060276844628,6.56526497003536,10.280347403634,2.89037175789616,3.09104245335832,3.95124371858143,10.3124465498985,0,2.30258509299405,2.70805020110221,10.6200338265243,0,1.94591014905531,2.39789527279837,10.9457587403319,3.49650756146648,3.55534806148941,3.85014760171006,11.4656032228758,4.15888308335967,3.97029191355212,4.54329478227,1,1,1,1,0,0,6
"224","The City of Your Final Destination",24401,10.102379394048,1,0,2010-04-16,1048,0,58467,30,33,54,60001,33,34,55,61669,33,35,56,63271,33,36,57,64581,34,37,58,66005,34,38,59,10.9762348750092,3.43398720448515,3.52636052461616,4.00733318523247,7.3362856600213,1.38629436111989,0.693147180559945,0.693147180559945,7.41997992366183,0,0.693147180559945,0.693147180559945,7.37963215260955,0,0.693147180559945,0.693147180559945,7.1785454837637,0.693147180559945,0.693147180559945,0.693147180559945,7.26192709270275,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,9
"225","The Crazies",16067552,16.592312392569,2476,7.81439963380449,2010-02-26,315,0,179429,55,62,94,195974,57,68,106,215007,65,75,123,227928,60,78,127,309165,100,122,189,406052,104,135,208,12.0975404387067,4.02535169073515,4.14313472639153,4.55387689160054,9.71389965975013,1.09861228866811,1.94591014905531,2.56494935746154,9.85398213263229,2.19722457733622,2.07944154167984,2.89037175789616,9.46668656411811,0,1.38629436111989,1.6094379124341,11.3051383969767,3.71357206670431,3.80666248977032,4.14313472639153,11.4813109512009,1.6094379124341,2.63905732961526,2.99573227355399,1,0,0,1,0,0,5
"226","The Disappearance of Alice Creed",40258,10.603064020861,10,2.30258509299405,2010-08-06,326,0,67706,30,34,58,71470,30,35,60,75028,30,35,60,78402,33,38,63,82234,35,40,66,88263,35,40,66,11.1229448508964,3.43398720448515,3.55534806148941,4.07753744390572,8.23350314023399,0,0.693147180559945,1.09861228866811,8.17723488551019,0,0,0,8.12415060330663,1.38629436111989,1.38629436111989,1.38629436111989,8.25140306538056,1.09861228866811,1.09861228866811,1.38629436111989,8.70450228972123,0,0,0,0,0,0,1,1,0,7
"227","The Dry Land",7351,8.90259163737409,5,1.6094379124341,2010-07-30,22,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,6,256,1,1,6,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1.94591014905531,5.54517744447956,0,0,0,0,0,0,1,1,0,7
"228","The Expendables",34825135,17.3658499541481,3270,8.0925452638913,2010-08-13,599,0,3037709,657,810,1387,3138958,669,833,1417,3221902,681,849,1445,3295986,701,872,1478,3552253,733,915,1532,3842970,771,964,1594,14.9266145000436,6.48920493132532,6.69826805411541,7.23561914106675,11.5253479849688,2.56494935746154,3.17805383034795,3.43398720448515,11.3259330165264,2.56494935746154,2.83321334405622,3.36729582998647,11.2129683616428,3.04452243772342,3.17805383034795,3.52636052461616,12.4539790508702,3.49650756146648,3.78418963391826,4.00733318523247,12.5801090041347,3.66356164612965,3.91202300542815,4.14313472639153,1,0,0,1,1,0,6
"229","The Extra Man",18861,9.84485157705117,2,0.693147180559945,2010-07-30,462,0,87730,24,25,40,90183,24,25,40,91911,28,28,43,93852,28,28,43,95451,29,30,45,97765,30,31,51,11.3820305936668,3.2188758248682,3.25809653802148,3.71357206670431,7.80547462527086,0,0,0,7.45529848568329,1.6094379124341,1.38629436111989,1.38629436111989,7.57147364885127,0,0,0,7.37775890822787,0.693147180559945,1.09861228866811,1.09861228866811,7.74716496652033,0.693147180559945,0.693147180559945,1.94591014905531,0,0,0,1,1,0,7
"230","The Fighter",300010,12.6115710864161,4,1.38629436111989,2010-12-10,509,0,839115,137,146,204,865067,138,153,213,888784,144,156,216,915579,144,156,216,941434,148,167,234,1026199,158,175,245,13.6401042357255,4.92725368515721,4.99043258677874,5.32300997913841,10.1640424888485,0.693147180559945,2.07944154167984,2.30258509299405,10.0739895325247,1.94591014905531,1.38629436111989,1.38629436111989,10.1960079016282,0,0,0,10.1602979613208,1.6094379124341,2.484906649788,2.94443897916644,11.3476497979845,2.39789527279837,2.19722457733622,2.484906649788,0,0,0,1,0,0,6
"231","The Girl on the Train",19154,9.86026685008157,2,0.693147180559945,2010-01-22,20,0,7,0,0,0,23,0,0,0,32,0,0,0,36,0,0,0,36,0,0,0,273,3,3,6,2.07944154167984,0,0,0,2.83321334405622,0,0,0,2.30258509299405,0,0,0,1.6094379124341,0,0,0,0,0,0,0,5.47227067367148,1.38629436111989,1.38629436111989,1.94591014905531,0,0,0,1,0,0,5
"232","The Good Heart",5955,8.6919864817894,5,1.6094379124341,2010-04-30,56,0,1612,0,0,0,2192,1,1,2,2588,1,1,2,3084,3,3,4,4027,5,5,6,4804,5,5,6,7.38585107812521,0,0,0,6.36475075685191,0.693147180559945,0.693147180559945,1.09861228866811,5.98393628068719,0,0,0,6.20859002609663,1.09861228866811,1.09861228866811,1.09861228866811,6.8501261661455,1.09861228866811,1.09861228866811,1.09861228866811,6.65672652417839,0,0,0,0,0,0,1,0,0,4
"233","The Harimaya Bridge",1226,7.11151211649616,1,0,2010-03-12,510,0,13551,11,14,26,13801,12,15,27,13990,12,15,27,14226,12,15,27,14464,12,15,27,14725,13,16,29,9.51428941689184,2.484906649788,2.70805020110221,3.29583686600433,5.52545293913178,0.693147180559945,0.693147180559945,0.693147180559945,5.24702407216049,0,0,0,5.46806014113513,0,0,0,5.47646355193151,0,0,0,5.5683445037611,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0,1,0,0,5
"234","The Illusionist",38594,10.5608521029563,3,1.09861228866811,2010-12-25,1397,0,109616,101,139,225,115316,104,143,229,122932,104,143,229,128915,108,144,230,134626,107,147,233,142987,105,148,234,11.6047477509569,4.62497281328427,4.9416424226093,5.42053499927229,8.64839687703158,1.38629436111989,1.6094379124341,1.6094379124341,8.93813787037279,0,0,0,8.69684451965431,1.6094379124341,0.693147180559945,0.693147180559945,8.65032450401942,0,1.38629436111989,1.38629436111989,9.03145291191651,0,0.693147180559945,0.693147180559945,0,0,0,1,0,1,1
